AcctNo,Loan Type,Customer Type,Age,Source Code,Total Income,Term,Balance,Net Due,Security Code,Bal after Ref,Net Due Renewed,FICO,BNI,CR Limit,Agg Net Bal,Date Opened,PI Constant,Debt Ratio,After Debt Ratio,Housing Type,Collateral Description
1821,Live Check,New,22,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/21/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1822,Consumer,Present,58,Counter Solicitation,"$1,856.00",18,"$1,907.61","$1,513.35",Personal Property,$191.17,"$1,704.52",679,271,"$3,000.00","$1,749.52",11/21/2017,$128.00,34.48,41.38,RENT HOME,",PP"
1823,Consumer,Former,60,Branch Letter,"$2,206.62",15,"$1,251.67","$1,131.65",Personal Property,$0.00,"$1,131.65",574,199,$510.00,"$1,176.65",11/21/2017,$100.00,22.75,27.28,OWN HOME,",PP"
1824,Consumer,Present,41,Branch Generated,$959.00,12,"$1,024.09",$492.88,Personal Property,$425.54,$918.42,610,159,"$1,000.00",$963.42,11/21/2017,$100.00,84.78,83.63,OTHER,",PP"
1825,Consumer,Present,64,Counter Solicitation,"$2,344.70",24,"$2,271.40",$708.11,Personal Property,"$1,304.21","$2,012.32",709,140,"$2,000.00","$2,057.32",11/21/2017,$130.00,51.69,52.12,,",PP"
1826,Consumer,Present,58,Branch Generated,$686.00,18,"$1,938.91",$658.35,Personal Property,"$1,074.39","$1,732.74",494,235,$500.00,"$1,777.74",11/21/2017,$130.00,26.97,45.92,,",PP"
1827,Consumer,Former,28,Branch Generated,"$2,377.35",9,$622.92,$554.63,Personal Property,$0.00,$554.63,595,310,"$1,000.00",$599.63,11/21/2017,$80.00,10.52,13.88,LIVE WITH PARENTS,",PP"
1828,Consumer,Present,68,Branch Generated,"$1,105.00",18,"$1,547.61",$501.70,Personal Property,$877.32,"$1,379.02",609,260,"$1,000.00","$1,424.02",11/21/2017,$105.00,43.71,44.16,RENT HOME,",PP"
1829,Live Check,New,21,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/21/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1830,Live Check,New,47,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/21/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1831,Live Check,New,47,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/21/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1832,Live Check,New,22,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/21/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1833,Consumer,Present,75,Branch Generated,"$1,584.00",15,"$1,251.67",$620.99,Personal Property,$510.66,"$1,131.65",598,163,$500.00,"$1,176.65",11/21/2017,$100.00,46.97,53.28,RENT HOME,",PP"
1834,Consumer,Present,78,Branch Generated,"$1,203.00",18,"$1,782.39",$787.45,Personal Property,$824.95,"$1,612.40",664,282,"$3,000.00","$1,657.40",11/21/2017,$120.00,29.51,39.48,OWN HOME,",PP"
1835,Consumer,New,40,Community Acquaintance,"$1,776.67",12,$969.55,$828.54,Personal Property,$0.00,$828.54,526,154,$500.00,$873.54,11/22/2017,$95.00,47.39,52.74,RENT HOME,",PP"
1836,Consumer,Present,79,Branch Generated,$978.00,15,"$1,585.00",$425.39,Personal Property,"$1,012.96","$1,438.35",548,113,$500.00,"$1,483.35",11/22/2017,$125.00,20.96,33.74,OWN HOME,",PP"
1837,Consumer,Present,54,Branch Generated,"$1,562.08",18,"$1,891.96",$412.28,Personal Property,"$1,186.57","$1,598.85",580,163,$500.00,"$1,643.85",11/21/2017,$127.00,67.35,67.47,BUY HOME,",PP"
1838,Consumer,Present,75,Counter Solicitation,"$2,571.37",18,"$1,782.39","$1,029.33",Personal Property,$583.07,"$1,612.40",633,188,"$1,000.00","$1,657.40",11/21/2017,$120.00,62.15,61.95,OWN HOME,",PP"
1839,Consumer,Present,60,Branch Generated,"$1,785.68",21,"$2,298.21",$636.84,Personal Property,"$1,286.37","$1,923.21",639,245,"$2,000.00","$1,968.21",11/21/2017,$145.00,57.96,59.36,RENT APT,",PP"
1840,Consumer,Present,62,Counter Solicitation,$998.00,12,"$1,111.36",$505.90,Personal Property,$497.08,"$1,002.98",589,145,$500.00,"$1,047.98",11/21/2017,$108.00,44.49,44.29,OTHER,",PP"
1841,Consumer,Present,64,Branch Generated,"$1,520.83",18,"$1,234.56",$600.22,Personal Property,$495.69,"$1,095.91",547,189,$500.00,"$1,140.91",11/21/2017,$85.00,42.74,48.33,RENT HOME,",PP"
1842,Consumer,Present,35,Counter Solicitation,"$2,322.67",18,"$1,782.39",$642.13,Personal Property,$862.77,"$1,504.90",600,114,"$1,500.00","$1,549.90",11/22/2017,$120.00,24.33,24.76,RENT HOME,",PP"
1843,Consumer,Present,67,Branch Generated,$920.00,18,"$1,938.91",$560.66,Personal Property,"$1,195.18","$1,755.84",563,206,$500.00,"$1,800.84",11/22/2017,$130.00,29.89,31.52,BUY HOME,",PP"
1844,Consumer,Present,73,Branch Generated,"$1,850.00",12,"$1,133.18",$601.96,Personal Property,$425.54,"$1,027.50",634,218,"$1,500.00","$1,072.50",11/22/2017,$110.00,21.89,27.84,RENT HOME,",PP"
1845,Consumer,Present,40,Branch Generated,"$1,967.03",21,"$2,589.53","$1,620.43",Personal Property,$564.01,"$2,184.44",623,247,"$2,000.00","$2,229.44",11/22/2017,$163.00,83.07,87.54,OWN HOME,",PP"
1846,Consumer,Present,66,Counter Solicitation,$735.00,18,"$1,704.13",$581.95,Personal Property,$958.78,"$1,540.73",592,233,$500.00,"$1,585.73",11/22/2017,$115.00,34.69,39.46,OWN HOME,",PP"
1847,Consumer,Present,64,Branch Generated,"$1,227.00",15,"$1,385.00",$568.29,Personal Property,$564.39,"$1,132.68",589,272,"$1,000.00","$1,285.68",11/22/2017,$110.00,53.06,54.69,RENT HOME,",PP"
1848,Consumer,Present,71,Branch Generated,"$1,400.00",15,"$1,385.00",$824.61,Personal Property,$429.72,"$1,254.33",588,324,"$1,000.00","$1,299.33",11/22/2017,$110.00,5,7.86,RENT APT,",PP"
1849,Consumer,New,62,Customer Referral,"$1,044.48",9,$582.47,$520.87,Personal Property,$0.00,$520.87,0,326,$500.00,$565.87,11/22/2017,$75.00,0,7.18,RENT HOME,",PP"
1851,Consumer,Former,41,Branch Generated,"$1,100.00",15,"$1,118.33","$1,009.02",Personal Property,$0.00,"$1,009.02",544,122,$500.00,"$1,054.02",11/22/2017,$90.00,40.18,37.91,RENT HOME,",PP"
1852,Consumer,Present,50,Branch Letter,$755.00,15,"$1,385.00",$733.45,Personal Property,$507.17,"$1,240.62",529,183,$500.00,"$1,285.62",11/22/2017,$110.00,65.3,65.17,LIVE WITH PARENTS,",PP"
1853,Consumer,Present,71,Counter Solicitation,"$1,308.00",15,"$1,385.00",$503.61,Personal Property,$750.72,"$1,254.33",611,194,"$1,000.00","$1,299.33",11/22/2017,$110.00,57.91,56.38,OTHER,",PP"
1854,Consumer,Present,72,Branch Generated,$879.00,12,"$1,024.09",$531.90,Personal Property,$394.66,$926.56,588,304,$500.00,$971.56,11/24/2017,$100.00,50.51,53.36,OWN HOME,",PP"
1855,Consumer,Present,43,Branch Generated,"$1,616.33",21,"$2,217.29",$521.95,Personal Property,"$1,328.90","$1,850.85",567,297,$425.00,"$1,895.85",11/24/2017,$140.00,26.91,28.15,RENT HOME,",PP"
1856,Sales,New,22,Sales,"$3,360.00",24,"$2,526.47","$2,526.47",Personal Property,$0.00,"$2,526.47",643,260,"$2,000.00","$2,526.47",11/24/2017,$133.57,21.31,25.28,LIVE WITH PARENTS,"ATV WHEEL KIT, WINCH, BUMPER, LIFT KIT"
1857,Live Check,New,52,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/24/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1858,Live Check,New,60,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/24/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1859,Live Check,New,59,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/24/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1860,Consumer,Present,73,Prescreen Offer,"$1,485.00",18,"$2,095.44",$637.57,Personal Property,"$1,261.73","$1,899.30",677,274,"$3,000.00","$1,944.30",11/24/2017,$140.00,63.03,66.06,OWN HOME,",PP"
1861,Consumer,Present,44,Branch Generated,"$1,547.00",15,"$1,451.67","$1,027.07",Personal Property,$274.37,"$1,301.44",638,208,"$2,000.00","$1,231.44",11/24/2017,$115.00,34.39,36.97,OTHER,",PP"
1862,Sales,New,26,Sales,"$2,900.00",24,"$1,033.98","$1,033.98",Personal Property,$0.00,"$1,033.98",541,256,$500.00,"$1,033.98",11/24/2017,$54.66,34.69,36.57,OWN HOME,sofa and love set
1863,Consumer,Present,42,Branch Generated,$653.00,15,"$1,518.33",$514.15,Personal Property,$847.98,"$1,362.13",619,253,$500.00,"$1,407.13",11/24/2017,$120.00,51,69.37,OTHER,",PP"
1865,Sales,New,31,Sales,"$3,000.00",36,"$2,840.46","$2,840.46",Personal Property,$0.00,"$2,840.46",674,379,"$4,000.00","$2,840.46",11/27/2017,$111.42,1.5,5.21,RENT HOME,bed room
1867,Consumer,Former,58,Branch Generated,$851.00,15,"$1,251.67","$1,011.52",Personal Property,$0.00,"$1,011.52",712,316,$500.00,"$1,164.52",11/27/2017,$100.00,11.16,22.91,OWN HOME,",PP"
1868,Consumer,Present,43,Branch Generated,"$1,456.26",9,$744.27,$384.57,Personal Property,$274.39,$658.96,549,234,$500.00,$683.96,11/27/2017,$95.00,42.3,42.3,LIVE WITH PARENTS,",PP"
1869,Consumer,Present,70,Branch Generated,"$1,600.00",18,"$1,688.48",$465.42,Personal Property,"$1,041.35","$1,506.77",594,128,"$1,500.00","$1,551.77",11/27/2017,$114.00,68.56,69.75,OWN HOME,",PP"
1870,Live Check,New,34,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/27/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1871,Live Check,New,36,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/27/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1872,Consumer,Present,24,Branch Generated,"$1,850.33",9,$663.37,$417.16,Personal Property,$179.02,$596.18,629,269,"$1,500.00",$641.18,11/28/2017,$85.00,19.24,19.78,LIVE WITH PARENTS,",PP"
1873,Consumer,Present,62,Branch Generated,$735.00,15,"$1,051.67",$349.13,Personal Property,$588.27,$937.40,605,245,$500.00,$982.40,11/27/2017,$85.00,41.77,43.13,,",PP"
1876,Live Check,New,36,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/28/2017,$152.65,0,0,,UNSECURED LIVE CHECK LOAN
1877,Live Check,New,35,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/28/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1878,Premier-IB,Present,52,Branch Generated,"$7,172.00",24,"$6,538.88","$2,504.63",Personal Property,"$3,182.67","$5,687.30",735,245,"$5,000.00","$5,732.30",11/28/2017,$335.00,56.51,57.91,OWN HOME,",PP"
1879,Live Check,New,43,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/28/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1880,Live Check,New,47,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/28/2017,$152.65,0,0,BUY HOME,UNSECURED LIVE CHECK LOAN
1882,Consumer,New,51,Customer Referral,$490.00,12,$646.96,$578.19,Personal Property,$0.00,$578.19,533,228,$500.00,$623.19,11/28/2017,$65.00,17.35,30.61,OTHER,",PP"
1883,Premier-IB,Present,24,Branch Generated,"$3,018.38",36,"$3,927.19","$3,003.53",Unsecured,$418.84,"$3,422.37",681,296,"$5,000.00","$3,447.37",11/28/2017,$146.00,51.19,52.54,RENT APT,",UNSECURED"
1884,Consumer,Present,36,Branch Generated,$947.82,15,$958.33,$508.48,Personal Property,$300.21,$808.69,524,124,$0.00,$853.69,11/28/2017,$78.00,50.01,51.91,RENT APT,",PP"
1885,Consumer,Present,65,Branch Generated,"$6,439.96",18,"$2,017.18","$1,001.06",Personal Property,$803.16,"$1,804.22",615,146,$500.00,"$1,849.22",11/30/2017,$135.00,14.05,14.6,OWN MH / NO LAND,",PP"
1886,Consumer,Former,48,Branch Generated,"$1,654.31",15,$985.00,$551.66,Personal Property,$335.00,$886.66,498,139,$500.00,$931.66,11/30/2017,$80.00,60.93,59.9,OWN HOME,",PP"
1888,Consumer,Present,63,Branch Generated,$971.00,15,"$1,051.67",$324.09,Personal Property,$613.45,$937.54,482,198,$0.00,$982.54,11/30/2017,$85.00,57.88,57.36,RENT HOME,",PP"
1889,Consumer,Present,55,Branch Generated,"$2,659.87",18,"$2,397.02","$1,011.95",Personal Property,"$1,180.17","$2,192.12",544,182,$500.00,"$2,237.12",11/30/2017,$170.00,7.29,13.68,OWN HOME,",PP"
1890,Sales,New,42,Sales,"$3,900.00",48,"$3,351.00","$3,351.00",Personal Property,$0.00,"$3,351.00",590,282,"$1,500.00","$3,351.00",11/30/2017,$109.24,1.9,4.7,OWN HOME,GO CART
1892,Consumer,Present,38,Branch Generated,"$2,893.00",12,$969.55,$342.56,Personal Property,$526.23,$868.79,511,81,$500.00,$913.79,11/30/2017,$95.00,52.89,53.4,RENT HOME,",PP"
1893,Consumer,Present,37,Branch Letter,"$1,573.48",9,$703.82,$538.37,Personal Property,$91.00,$629.37,584,173,$425.00,$674.37,11/30/2017,$90.00,43.41,49.13,LIVE WITH PARENTS,",PP"
1894,Live Check,New,28,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,11/30/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1895,Live Check,New,53,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,125.00",11/30/2017,$152.65,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1703,Sales,New,32,Sales,"$3,600.00",18,$844.92,$844.92,Personal Property,$0.00,$844.92,566,310,$500.00,$844.92,12/11/2017,$56.35,6.94,8.51,RENT HOME,bed room
1777,Sales,New,59,Sales,"$2,539.00",24,"$1,672.48","$1,672.48",Personal Property,$0.00,"$1,672.48",489,166,"$1,000.00","$1,674.68",12/20/2017,$88.41,36.39,39.87,OTHER,"Ashley Dining room set, Cocktail tables & Bedroom"
1798,Consumer,Present,60,Branch Generated,"$2,280.00",21,"$2,476.24","$1,124.71",Personal Property,"$1,098.44","$2,223.15",650,279,"$2,500.00","$2,268.15",12/11/2017,$156.00,34.87,36.23,OWN HOME,",PP"
1887,Sales,New,50,Sales,"$1,549.17",18,"$1,385.96","$1,385.96",Personal Property,$0.00,"$1,385.96",539,191,$500.00,"$1,385.96",12/4/2017,$92.43,39.12,45.08,RENT HOME,100
1891,Sales,New,26,Sales,"$1,733.33",12,$541.99,$541.99,Personal Property,$0.00,$541.99,643,273,"$2,500.00",$490.75,12/4/2017,$51.24,52.67,55.63,BUY HOME,Ashley 5 PC Dinette
1896,Consumer,Present,73,Branch Generated,"$2,128.00",12,"$1,024.09",$816.23,Personal Property,$111.00,$927.23,538,142,$500.00,$972.23,12/1/2017,$100.00,44.45,49.15,RENT HOME,",PP"
1897,Consumer,Present,61,Branch Generated,$811.00,12,"$1,242.27","$1,007.88",Personal Property,$111.00,"$1,118.88",605,203,$500.00,"$1,046.74",12/1/2017,$120.00,51.05,52.16,OWN HOME,",PP"
1898,Consumer,Present,67,Branch Generated,"$1,296.00",12,"$1,024.09",$603.37,Personal Property,$323.77,$927.14,665,310,"$2,000.00",$972.82,12/1/2017,$100.00,60.65,59.8,,",PP"
1899,Live Check,New,59,Live Check Prospect,$0.00,18,"$2,220.00",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$2,022.28",12/1/2017,$152.65,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1900,Live Check,New,68,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$883.52,12/1/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1901,Live Check,New,49,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,12/1/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1902,Consumer,Present,57,Branch Generated,"$3,244.63",18,"$2,017.18","$1,036.96",Personal Property,$670.24,"$1,707.20",605,194,"$1,000.00","$1,660.87",12/1/2017,$135.00,34.33,35.6,RENT HOME,",PP"
1903,Consumer,Present,39,Branch Generated,"$7,271.29",18,"$1,547.61","$1,033.53",Personal Property,$270.50,"$1,304.03",509,151,$500.00,"$1,352.82",12/1/2017,$105.00,36.51,37.96,OWN HOME,",PP"
1904,Consumer,New,56,Customer Referral,"$1,876.34",15,"$1,251.67","$1,063.65",Personal Property,$0.00,"$1,063.65",576,409,"$1,000.00","$1,111.85",12/1/2017,$100.00,4.8,10.13,OTHER,",PP"
1906,Sales,New,23,Sales,"$5,200.00",24,"$2,899.95","$2,899.95",Personal Property,$0.00,"$2,899.95",653,321,"$3,000.00","$2,899.95",12/7/2017,$153.30,19.48,22.43,RENT APT,BED ROOM
1907,Sales,New,57,Sales,"$2,800.00",48,"$2,788.99","$2,788.99",Personal Property,$0.00,"$2,788.99",576,28,$500.00,"$2,749.42",12/1/2017,$90.92,48.11,51.35,OWN HOME,GO CART
1908,Consumer,Present,77,Counter Solicitation,"$3,075.79",24,"$2,843.72","$1,008.45",Personal Property,"$1,592.59","$2,601.04",659,174,"$2,500.00","$2,550.17",12/2/2017,$162.00,66.7,67.02,BUY HOME,",PP"
1909,Consumer,Present,66,Branch Generated,"$1,571.70",12,"$1,078.64",$749.94,Personal Property,$218.92,$968.86,547,258,$510.00,"$1,016.70",12/1/2017,$105.00,37,43.68,OWN HOME,",PP"
1910,Sales,New,62,Sales,"$2,134.00",24,"$1,408.00","$1,408.00",Personal Property,$0.00,"$1,408.00",548,225,"$1,500.00","$1,408.00",12/11/2017,$74.43,34.3,37.79,BUY HOME,Ashley 2 Beds & 2 Chests of Drawers
1911,Consumer,Present,66,Branch Generated,"$2,127.00",18,"$1,704.13",$647.87,Personal Property,$765.42,"$1,413.29",602,168,"$1,500.00","$1,569.37",12/2/2017,$115.00,21.58,21.81,OWN HOME,",PP"
1912,Consumer,Present,76,Branch Generated,"$2,536.84",24,"$2,450.25",$398.23,Personal Property,"$1,824.52","$2,222.75",623,216,"$2,000.00","$2,267.75",12/6/2017,$140.00,25.35,26.06,RENT APT,",PP"
1913,Live Check,New,40,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,12/4/2017,$94.30,0,0,RENT APT,UNSECURED LIVE CHECK LOAN
1914,Consumer,Former,43,Branch Generated,$878.00,12,$751.36,$668.91,Personal Property,$0.00,$668.91,575,167,$500.00,$713.91,12/4/2017,$75.00,35.65,44.19,BUY MH/NO LAND,",PP"
1915,Sales,New,67,Sales,"$3,000.00",36,"$3,580.46","$3,580.46",Personal Property,$0.00,"$3,580.46",755,384,"$10,000.00","$3,580.46",12/4/2017,$140.47,25.03,29.72,OWN HOME,ATV
1916,Consumer,Present,67,Counter Solicitation,"$2,357.47",18,"$1,876.31",$508.44,Personal Property,"$1,168.44","$1,676.88",558,105,$500.00,"$1,727.44",12/4/2017,$126.00,43.86,44.54,OTHER,",PP"
1917,Consumer,Present,61,Branch Generated,"$1,212.23",18,"$1,265.87",$711.74,Personal Property,$350.62,"$1,062.36",631,307,"$2,000.00","$1,040.56",12/4/2017,$87.00,22.44,23.02,LIVE WITH PARENTS,",PP"
1918,Live Check,New,37,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,12/4/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1919,Live Check,New,61,Live Check Prospect,$0.00,15,"$1,588.94",$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00","$1,524.00",12/4/2017,$125.28,0,0,,UNSECURED LIVE CHECK LOAN
1920,Consumer,Former,45,Branch Generated,"$4,766.67",12,$915.00,$826.20,Personal Property,$0.00,$826.20,602,161,"$1,500.00",$873.09,12/5/2017,$90.00,36.06,37.95,BUY HOME,",PP"
1921,Live Check,New,62,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,12/4/2017,$94.30,0,0,,UNSECURED LIVE CHECK LOAN
1922,Consumer,Present,53,Branch Generated,$891.00,15,$985.00,$557.66,Personal Property,$221.00,$778.66,514,220,$0.00,$934.99,12/4/2017,$80.00,45.57,54.55,BUY HOME,",PP"
1923,Consumer,Present,59,Branch Generated,"$1,643.16",36,"$5,582.84","$3,966.37",Unsecured,$877.78,"$4,844.15",705,364,"$5,000.00","$4,869.15",12/5/2017,$240.00,33,47.61,RENT HOME,",UNSECURED"
1924,Live Check,New,28,Live Check Prospect,$0.00,12,$995.34,$0.00,Unsecured,$0.00,$0.00,0,0,"$2,500.00",$964.00,12/5/2017,$94.30,0,0,RENT HOME,UNSECURED LIVE CHECK LOAN
1925,Consumer,Present,41,Branch Generated,$856.00,15,"$1,451.67",$522.23,Personal Property,$779.92,"$1,302.15",537,300,$500.00,"$1,347.15",12/5/2017,$115.00,27.45,30.96,LIVE WITH PARENTS,",PP"
1926,Consumer,Present,68,Counter Solicitation,"$1,764.71",24,"$3,272.96","$1,978.36",Personal Property,$982.30,"$2,960.66",653,210,"$3,000.00","$3,005.66",12/15/2017,$186.00,62.58,67.77,OWN HOME,",PP"
1927,Consumer,Present,57,Branch Generated,$891.00,15,"$1,251.67",$601.57,Personal Property,$518.39,"$1,119.96",658,282,"$1,000.00","$1,164.96",12/5/2017,$100.00,28.28,31.09,OWN HOME,",PP"
1928,Consumer,Present,68,Branch Generated,$755.00,9,$953.37,$607.88,Personal Property,$252.17,$860.05,532,223,$500.00,$905.05,12/8/2017,$120.00,61.99,77.88,RENT APT,",PP"
1929,Consumer,New,23,Walk In,"$1,131.43",9,$590.56,$502.97,Personal Property,$0.00,$502.97,0,339,$500.00,$547.97,12/5/2017,$76.00,0,6.72,LIVE WITH PARENTS,",PP"
1930,Consumer,Present,28,Counter Solicitation,"$1,713.79",15,"$1,251.67","$1,008.96",Personal Property,$111.00,"$1,119.96",606,146,$500.00,"$1,164.96",12/11/2017,$100.00,58.58,64.42,BUY HOME,",PP"
1931,Consumer,New,25,Customer Referral,"$1,256.67",9,$703.82,$629.68,Personal Property,$0.00,$629.68,590,321,"$1,020.00",$674.68,12/5/2017,$90.00,46.95,54.11,RENT APT,",PP"
1932,Consumer,Present,61,Counter Solicitation,"$1,423.76",18,"$1,500.65","$1,005.48",Personal Property,$258.17,"$1,263.65",633,193,"$1,000.00","$1,313.28",12/6/2017,$102.00,72.55,79.72,RENT HOME,",PP"
1933,Consumer,Present,33,Branch Generated,"$1,518.44",15,"$1,051.67",$537.88,Personal Property,$399.90,$937.78,569,202,$500.00,$982.78,12/5/2017,$85.00,54,54.66,RENT HOME,",PP"
1934,Consumer,Present,61,Counter Solicitation,"$1,376.77",12,"$1,056.82",$502.91,Personal Property,$445.85,$948.76,570,157,$500.00,$997.95,12/5/2017,$103.00,58.76,61.16,OTHER,",PP"
1935,Consumer,Former,37,Counter Solicitation,"$2,661.73",18,"$1,782.39","$1,505.92",Personal Property,$0.00,"$1,505.92",659,230,"$3,000.00","$1,550.92",12/8/2017,$120.00,48.2,52.71,BUY HOME,",PP"
1936,Consumer,Former,73,Counter Solicitation,"$1,346.80",9,$622.92,$558.82,Personal Property,$0.00,$558.82,645,274,"$2,550.00",$603.82,12/6/2017,$80.00,21.24,27.18,RENT HOME,",PP"
1937,Consumer,Present,60,Branch Generated,"$1,022.00",15,"$1,331.67",$596.54,Personal Property,$596.30,"$1,192.84",631,307,"$2,000.00","$1,237.84",12/8/2017,$106.00,37.77,38.94,OWN MH / NO LAND,",PP"
1938,Consumer,Present,38,Branch Generated,"$7,662.64",12,"$1,351.36",$427.54,Personal Property,$629.02,"$1,056.56",500,173,$0.00,"$1,209.56",12/7/2017,$130.00,10.91,12.61,OWN HOME,",PP"
1940,Sales,New,44,Sales,"$2,000.00",12,"$1,210.00","$1,210.00",Personal Property,$0.00,"$1,210.00",531,327,$500.00,"$1,210.00",12/8/2017,$114.41,0,5.72,LIVE WITH PARENTS,Bedroom Set
1941,Consumer,Former,64,Branch Generated,$622.00,15,"$1,318.33",$841.08,Personal Property,$339.61,"$1,180.69",641,337,$500.00,"$1,225.69",12/8/2017,$105.00,12.06,16.88,OWN HOME,",PP"
1942,Consumer,Present,63,Branch Generated,$789.00,18,"$1,860.65","$1,529.35",Personal Property,$133.79,"$1,663.14",646,309,"$1,000.00","$1,708.14",12/8/2017,$125.00,57.16,63.5,RENT APT,",PP"
1943,Consumer,Present,62,Branch Generated,"$3,007.67",18,"$1,938.91",$559.37,Personal Property,$972.97,"$1,532.34",573,122,$500.00,"$1,685.34",12/9/2017,$130.00,46.22,47.38,OWN HOME,",PP"
1944,Consumer,Present,25,Branch Generated,"$1,685.56",12,$805.91,$303.19,Personal Property,$415.75,$718.94,606,277,$500.00,$763.94,12/11/2017,$80.00,63.9,64.19,RENT APT,",PP"
1945,Consumer,Present,82,Counter Solicitation,"$3,488.47",18,"$1,578.91",$502.11,Personal Property,$924.90,"$1,427.01",549,107,$500.00,"$1,472.01",12/11/2017,$107.00,51.8,51.57,OWN HOME,",PP"
1946,Consumer,Present,46,Counter Solicitation,"$3,877.79",24,"$2,450.25","$1,476.93",Personal Property,$705.76,"$2,182.69",589,171,$500.00,"$2,227.69",12/11/2017,$140.00,28.96,29.73,RENT APT,",PP"
1947,Consumer,Present,54,Branch Generated,"$1,276.17",15,"$1,185.00",$509.37,Personal Property,$561.66,"$1,071.03",616,256,"$1,000.00","$1,116.03",12/11/2017,$95.00,66.68,67.86,RENT HOME,",PP"
1948,Consumer,Present,22,Branch Generated,"$2,010.88",15,$918.33,$432.46,Personal Property,$393.05,$825.51,555,283,$425.00,$870.51,12/11/2017,$75.00,8.45,8.7,RENT HOME,",PP"
1949,Consumer,Present,61,Counter Solicitation,$735.00,18,"$1,547.61","$1,013.96",Personal Property,$365.95,"$1,379.91",608,314,$500.00,"$1,336.98",12/11/2017,$105.00,51.09,51.77,OWN MH / NO LAND,",PP"
