AcctNo,Loan Type,Customer Type,Age,Source Code,Total Income,Term,Balance,Net Due,Security Code,Bal after Ref,Net Due Renewed,FICO,BNI,CR Limit,Agg Net Bal,Date Opened,PI Constant,Debt Ratio,After Debt Ratio,Housing Type,Collateral Description
1,Consumer,New,43,Finance Company Referral,"$3,048.80",15,$985.00,$886.89,Personal Property,$0.00,$886.89,0,318,$0.00,$933.89,3/21/2017,$80.00,45.62,45.39,OWN HOME,",PP"
1039,Consumer,New,50,Finance Company Referral,"$1,841.88",18,"$2,540.55","$2,170.99",Personal Property,$0.00,"$2,170.99",597,180,"$1,500.00","$2,215.99",3/24/2017,$180.00,64.96,70.01,RENT HOME,",PP"
1040,Consumer,New,57,Finance Company Referral,"$1,470.00",12,$860.46,$607.71,Personal Property,$168.17,$775.88,635,235,"$2,125.00",$820.88,3/27/2017,$85.00,44.35,50.14,RENT HOME,",PP"
1041,Consumer,New,47,Walk In,$682.39,12,"$1,187.73",$330.12,Personal Property,$690.67,"$1,020.79",481,221,$0.00,"$1,065.79",3/23/2017,$115.00,72.54,75.18,OTHER,",PP"
1042,Premier-IB,New,64,Walk In,"$2,106.00",24,"$3,300.83","$3,041.39",Personal Property,$0.00,"$3,041.39",680,335,"$3,000.00","$3,441.38",3/23/2017,$165.00,46.01,50.76,,",PP"
1043,Consumer,New,37,Finance Company Referral,"$1,435.44",12,"$1,351.36",$426.71,Personal Property,$737.85,"$1,164.56",448,190,"$1,500.00","$1,209.56",3/23/2017,$130.00,119.75,128.81,,",PP"
1044,Consumer,New,35,Walk In,"$2,691.00",9,$622.92,$531.68,Personal Property,$0.00,$531.68,623,231,"$2,125.00",$576.68,3/23/2017,$80.00,39.32,42.29,RENT HOME,",PP"
1045,Consumer,New,55,Walk In,$871.00,12,$751.36,$326.30,Personal Property,$348.67,$674.97,593,242,"$1,000.00",$645.97,3/24/2017,$75.00,37.77,46.38,RENT HOME,",PP"
1046,Consumer,New,56,Finance Company Referral,"$2,318.33",15,"$1,145.00",$338.69,Personal Property,$632.50,$971.19,524,77,"$1,000.00",$520.67,3/24/2017,$92.00,59.31,59.53,OTHER,",PP"
1047,Consumer,New,72,Finance Company Referral,"$1,346.80",9,$582.47,$217.13,Personal Property,$303.99,$521.12,619,290,"$1,020.00",$566.12,3/28/2017,$75.00,9.95,15.52,RENT HOME,",PP"
1048,Consumer,New,23,Finance Company Referral,"$2,911.50",12,"$1,078.64",$308.29,Personal Property,$616.67,$924.96,656,362,"$5,950.00",$969.96,3/27/2017,$105.00,13.05,13.67,RENT APT,",PP"
1049,Consumer,Present,61,Branch Generated,"$1,087.00",9,$574.38,$299.71,Personal Property,$210.33,$510.04,602,218,"$1,020.00",$555.04,3/27/2017,$74.00,66.15,32.47,RENT APT,",PP"
1050,Consumer,New,54,Finance Company Referral,"$2,474.33",9,$590.56,$169.64,Personal Property,$333.33,$502.97,551,139,$500.00,$547.97,3/27/2017,$76.00,46.48,45.95,,",PP"
1051,Consumer,New,66,Finance Company Referral,"$3,370.00",12,$805.91,$718.94,Personal Property,$0.00,$718.94,647,190,"$3,060.00",$763.94,3/27/2017,$80.00,50.33,52.7,BUY HOME,",PP"
1052,Consumer,New,38,Customer Referral,"$1,140.00",6,$429.77,$364.94,Personal Property,$0.00,$364.94,530,285,$500.00,$409.27,3/27/2017,$80.00,13.95,20.96,OTHER,",PP"
1053,Consumer,Present,66,Branch Generated,"$2,357.38",12,"$1,133.18",$521.57,Personal Property,$497.50,"$1,019.07",631,190,"$1,224.00","$1,064.07",3/27/2017,$110.00,48.78,53.45,OWN HOME,",PP"
1054,Consumer,Present,75,Branch Generated,"$2,886.77",12,"$1,296.82",$814.82,Personal Property,$256.44,"$1,071.26",670,197,"$3,060.00","$1,224.26",3/28/2017,$125.00,59.03,60.79,OWN HOME,",PP"
1055,Consumer,Present,54,Branch Generated,"$1,839.31",15,"$1,198.33",$249.31,Personal Property,$768.00,"$1,017.31",0,255,"$1,500.00","$1,062.31",3/28/2017,$96.00,5.27,5.22,OWN HOME,",PP"
1056,Consumer,Present,25,Branch Generated,$495.99,9,$428.76,$209.12,Personal Property,$94.57,$303.69,0,318,$500.00,$419.96,3/29/2017,$56.00,70.36,71.78,RENT HOME,",PP"
1057,Consumer,Present,65,Counter Solicitation,"$3,280.50",18,"$2,253.48","$1,112.66",Personal Property,$816.23,"$1,928.89",553,96,"$2,000.00","$1,973.89",3/28/2017,$160.00,21.46,23.2,OWN HOME,",PP"
1059,Consumer,Present,69,Branch Generated,$723.00,12,$991.36,$117.88,Personal Property,$771.00,$888.88,643,218,$500.00,$933.88,3/30/2017,$97.00,64.32,64.32,,",PP"
1060,Consumer,Present,38,Branch Generated,"$2,943.03",18,"$2,253.48","$1,007.19",Motor Vehicle,$823.38,"$1,830.57",580,329,"$1,224.00","$2,016.07",3/29/2017,$160.00,19.47,21.13,,"2001 CHEVROLET TRUCK VIN: 2GCEC19T511228582 ,MV"
1062,Consumer,Former,47,Branch Generated,"$1,895.92",6,$429.77,$364.94,Personal Property,$0.00,$364.94,632,191,"$1,020.00",$409.27,3/30/2017,$80.00,17.99,22.21,RENT APT,",PP"
1063,Consumer,Present,61,Branch Generated,"$1,480.00",12,$646.96,$438.39,Personal Property,$134.71,$573.10,562,327,$425.00,$618.10,3/30/2017,$65.00,15.07,19.46,LIVE WITH PARENTS,",PP"
1064,Consumer,New,38,Internet,$678.56,9,$622.92,$531.68,Personal Property,$0.00,$531.68,592,209,$500.00,$576.68,3/30/2017,$80.00,0,11.79,OWN HOME,",PP"
1066,Consumer,Former,54,Branch Generated,$892.67,9,$622.92,$531.59,Personal Property,$0.00,$531.59,619,347,$500.00,$576.59,3/31/2017,$80.00,42.23,40.33,,",PP"
1067,Consumer,New,38,Finance Company Referral,"$3,683.33",15,"$1,518.33",$323.82,Personal Property,$971.54,"$1,295.36",491,110,"$1,000.00","$1,340.36",3/31/2017,$120.00,23.67,23.92,,",PP"
1065,Consumer,Present,42,Branch Generated,"$1,222.00",15,"$1,185.00",$509.78,Personal Property,$549.50,"$1,059.28",625,303,"$2,125.00","$1,104.28",4/3/2017,$95.00,14.48,15.14,LIVE WITH PARENTS,",PP"
1068,Consumer,New,72,Finance Company Referral,$808.77,12,$915.00,$570.71,Personal Property,$255.67,$826.38,668,315,$500.00,$871.38,4/3/2017,$90.00,22.75,33.88,BUY MH / RENT LAND,",PP"
1069,Consumer,Present,52,Branch Generated,"$1,053.00",18,"$1,782.39",$509.87,Personal Property,"$1,082.54","$1,592.41",623,235,"$2,125.00","$1,637.41",4/3/2017,$120.00,51.85,52.71,RENT APT,",PP"
1070,Consumer,New,60,Internet,"$1,464.10",9,$663.37,$157.25,Personal Property,$410.33,$567.58,661,317,"$7,140.00",$612.58,4/3/2017,$85.00,26.36,32.17,OWN HOME,",PP"
1071,Consumer,Present,54,Branch Generated,$695.00,15,"$1,665.00",$711.21,Personal Property,$801.85,"$1,513.06",585,314,"$1,000.00","$1,558.06",4/3/2017,$131.00,37.27,40.14,RENT HOME,",PP"
1072,Consumer,Present,52,Branch Generated,"$1,030.00",15,"$1,518.33",$474.72,Personal Property,$888.23,"$1,362.95",596,294,"$1,500.00","$1,407.95",4/4/2017,$120.00,49.42,50.29,OWN MH / OWN LAND,",PP"
1073,Consumer,Present,59,Branch Generated,"$1,882.83",12,$860.46,$384.63,Personal Property,$348.67,$733.30,630,74,"$1,000.00",$778.30,4/4/2017,$85.00,66.28,66.87,RENT HOME,",PP"
1074,Consumer,Present,49,Branch Generated,$871.00,9,$501.57,$328.00,Personal Property,$115.00,$443.00,570,174,$500.00,$488.00,4/4/2017,$65.00,60.28,63.03,RENT APT,",PP"
1075,Consumer,Present,25,Counter Solicitation,"$1,625.00",9,$703.82,$521.47,Personal Property,$82.00,$603.47,477,161,$500.00,$648.47,4/4/2017,$90.00,39.14,44.68,RENT HOME,",PP"
1076,Consumer,Present,42,Branch Generated,$878.00,12,"$1,242.27",$147.63,Personal Property,$971.54,"$1,119.17",610,157,"$1,000.00","$1,164.17",4/4/2017,$120.00,48.86,49.89,OWN MH / RENT LAND,",PP"
1077,Consumer,Present,53,Branch Generated,"$1,671.32",30,"$3,746.53","$2,780.29",Part Sec PRI PP,$668.00,"$3,448.29",623,335,"$3,000.00","$3,527.16",4/4/2017,$182.00,14.54,12.51,OTHER,",PART SEC PRI PP"
1078,Consumer,Present,70,Branch Generated,"$1,330.00",12,"$1,351.36",$389.16,Personal Property,$840.85,"$1,230.01",599,191,"$1,000.00","$1,275.01",4/4/2017,$130.00,51.88,53.91,,",PP"
1079,Consumer,Present,50,Branch Generated,$806.00,12,"$1,144.09",$116.27,Personal Property,$912.85,"$1,029.12",566,214,"$1,000.00","$1,074.12",4/4/2017,$111.00,82.38,82.38,,",PP"
1080,Consumer,Present,36,Branch Generated,"$3,342.70",12,"$1,155.00",$367.37,Personal Property,$681.00,"$1,048.37",526,118,"$1,000.00","$1,093.37",4/4/2017,$112.00,35.21,35.96,,",PP"
1081,Consumer,Present,74,Branch Generated,"$1,596.00",18,"$1,672.83",$513.93,Personal Property,$999.23,"$1,513.16",597,114,"$1,000.00","$1,558.16",4/5/2017,$113.00,77.57,77.69,,",PP"
1082,Consumer,New,62,Finance Company Referral,"$1,232.08",9,$566.29,$506.23,Personal Property,$0.00,$506.23,630,183,"$1,000.00",$551.23,4/5/2017,$73.00,40.01,45.94,OTHER,",PP"
1083,Consumer,Present,37,Branch Generated,$216.67,9,$380.22,$70.99,Personal Property,$259.99,$330.98,471,272,$0.00,$372.50,4/5/2017,$50.00,122.31,115.38,RENT HOME,",PP"
1084,Consumer,Present,23,Branch Generated,$650.00,15,$467.37,$192.57,Personal Property,$190.57,$383.14,647,341,$500.00,$428.14,4/6/2017,$40.00,59.85,58.46,LIVE WITH PARENTS,",PP"
1086,Consumer,Former,31,Branch Generated,"$2,058.33",9,$703.82,$603.47,Personal Property,$0.00,$603.47,514,144,$500.00,$648.47,4/6/2017,$90.00,61.7,61.85,RENT HOME,",PP"
1087,Consumer,Present,82,Branch Letter/Telephoned Spc Solic,"$2,381.00",15,"$1,651.67",$529.24,Personal Property,$971.54,"$1,500.78",636,257,"$2,000.00","$1,545.78",4/6/2017,$130.00,42.04,42.84,OWN HOME,",PP"
1088,Consumer,Present,65,Branch Generated,"$1,454.16",15,"$1,251.67",$318.17,Personal Property,$801.85,"$1,120.02",599,166,"$1,000.00","$1,165.02",4/6/2017,$100.00,47.52,46.76,OWN HOME,",PP"
1089,Consumer,Present,34,Branch Generated,"$1,500.00",15,"$1,051.67",$154.66,Personal Property,$793.67,$948.33,519,149,$500.00,$993.33,4/6/2017,$85.00,7.6,13.27,,",PP"
1090,Consumer,Present,65,Branch Generated,"$1,116.00",6,$373.95,$310.06,Personal Property,$17.44,$327.50,587,193,"$1,224.00",$368.67,4/7/2017,$70.00,48.48,48.12,OWN HOME,",PP"
1091,Consumer,Present,46,Branch Generated,"$1,241.91",12,"$1,024.09",$424.16,Personal Property,$495.22,$919.38,504,112,$500.00,$964.38,4/7/2017,$100.00,41.31,42.19,LIVE WITH PARENTS,",PP"
1092,Consumer,Former,66,Branch Generated,"$1,100.00",24,"$2,450.25","$2,197.06",Personal Property,$0.00,"$2,197.06",676,301,"$3,000.00","$2,242.06",4/10/2017,$140.00,73.45,67.27,RENT HOME,",PP"
1093,Consumer,Present,69,Branch Generated,"$2,482.70",15,"$1,185.00",$362.61,Personal Property,$696.67,"$1,059.28",542,81,"$1,000.00","$1,104.28",4/7/2017,$95.00,27.04,26.98,LIVE WITH PARENTS,",PP"
1094,Consumer,Present,44,Branch Generated,$649.08,9,$420.67,$309.32,Personal Property,$59.00,$368.32,648,332,$500.00,$412.13,4/7/2017,$55.00,30.66,31.58,LIVE WITH PARENTS,",PP"
1095,Consumer,Present,33,Branch Generated,"$1,265.12",12,$646.96,$504.91,Personal Property,$41.00,$545.91,0,316,$500.00,$590.91,4/10/2017,$65.00,19.05,20.95,OWN HOME,",PP"
1096,Consumer,Present,49,Known BR Employee,"$1,059.00",15,"$1,451.67",$510.44,Personal Property,$801.85,"$1,312.29",611,286,"$1,000.00","$1,357.29",4/7/2017,$115.00,74.88,75.26,LIVE WITH PARENTS,",PP"
1097,Consumer,Former,35,Branch Generated,$815.00,15,"$1,985.00",$829.84,Personal Property,$958.23,"$1,788.07",576,297,"$1,000.00","$1,833.07",4/7/2017,$155.00,20.37,25.77,,",PP"
1099,Consumer,Present,23,Branch Generated,$755.00,12,"$1,351.36",$324.55,Personal Property,$842.50,"$1,167.05",650,301,"$1,000.00","$1,212.05",4/10/2017,$130.00,51.79,57.48,LIVE WITH PARENTS,",PP"
1100,Consumer,Present,34,Branch Generated,"$1,874.47",12,$594.78,$324.73,Personal Property,$175.43,$500.16,495,111,$500.00,$545.16,4/11/2017,$60.00,60.5,61.08,LIVE WITH PARENTS,",PP"
1101,Consumer,New,30,Internet,"$1,733.33",6,$429.77,$364.96,Personal Property,$0.00,$364.96,616,298,$500.00,$409.29,4/11/2017,$80.00,10.96,15.58,OWN HOME,",PP"
1102,Consumer,Former,66,Branch Generated,"$1,955.00",12,$860.46,$769.00,Personal Property,$0.00,$769.00,635,224,"$1,000.00",$814.00,4/10/2017,$85.00,56.21,55.6,,",PP"
1103,Consumer,Present,52,Branch Generated,"$2,066.82",21,"$2,136.37",$696.85,Personal Property,"$1,082.54","$1,779.39",532,164,"$2,000.00","$1,824.39",4/11/2017,$135.00,67.59,59.37,,",PP"
1104,Consumer,New,44,Finance Company Referral,"$5,200.00",24,"$5,240.31","$2,512.01",Motor Vehicle&Personal Property,$999.23,"$3,511.24",573,164,"$3,000.00","$3,552.74",4/11/2017,$296.00,16.15,19.71,OWN HOME,"2000 NISSAN VIN: 1N6DD26S8YC331992 ,MV + PP"
1105,Consumer,Present,54,Branch Generated,$661.50,9,$542.02,$365.35,Personal Property,$115.00,$480.35,0,322,$500.00,$525.35,4/11/2017,$70.00,6.2,10.58,OTHER,",PP"
1106,Consumer,Present,56,Branch Generated,$735.00,12,$542.61,$302.09,Personal Property,$175.43,$477.52,581,287,$500.00,$522.52,4/11/2017,$55.00,40.68,41.5,RENT HOME,",PP"
1107,Consumer,Present,69,Branch Generated,$903.00,15,"$1,451.67",$500.37,Personal Property,$801.85,"$1,302.22",597,313,"$1,000.00","$1,347.22",4/13/2017,$115.00,67.33,67.77,OTHER,",PP"
1109,Consumer,Present,61,Branch Generated,"$1,028.00",15,$918.33,$82.86,Personal Property,$733.50,$816.36,675,167,$500.00,$861.36,4/14/2017,$75.00,147.08,138.13,,",PP"
1111,Consumer,Present,38,Branch Generated,$956.44,15,"$1,318.33",$146.90,Personal Property,"$1,033.85","$1,180.75",501,153,"$1,000.00","$1,225.75",4/13/2017,$105.00,53.85,53.22,OTHER,",PP"
1112,Consumer,Former,22,Branch Generated,$813.45,15,$851.67,$755.63,Personal Property,$0.00,$755.63,650,323,"$1,000.00",$800.63,4/13/2017,$70.00,38.97,47.58,LIVE WITH PARENTS,",PP"
1113,Consumer,Former,37,Branch Generated,"$1,191.67",12,"$1,351.36",$479.96,Part Sec PRI PP,$703.67,"$1,183.63",585,313,"$1,000.00","$1,228.63",4/13/2017,$130.00,15.1,18.71,,",PART SEC PRI PP"
1114,Consumer,Present,37,Branch Generated,"$1,401.00",12,$805.91,$320.98,Personal Property,$289.99,$610.97,540,190,$500.00,$763.97,4/14/2017,$80.00,4.64,5.71,OTHER,",PP"
1115,Consumer,New,62,Customer Referral,$971.00,9,$582.47,$517.69,Personal Property,$0.00,$517.69,504,171,$500.00,$562.69,4/17/2017,$75.00,48.2,55.92,RENT HOME,",PP"
1116,Consumer,Present,67,Branch Generated,"$1,313.00",15,"$1,451.67",$718.37,Personal Property,$583.85,"$1,302.22",644,264,"$1,000.00","$1,347.22",4/14/2017,$115.00,16.91,17.21,OTHER,",PP"
1117,Consumer,Former,34,Branch Generated,"$1,534.00",12,"$1,296.82",$406.58,Personal Property,$713.50,"$1,120.08",562,231,"$1,500.00","$1,165.08",4/14/2017,$125.00,35.4,37.22,OWN HOME,",PP"
1118,Consumer,Present,57,Branch Generated,$579.00,15,"$1,451.67",$16.68,Personal Property,"$1,123.54","$1,140.22",537,318,$500.00,"$1,347.22",4/14/2017,$115.00,19.17,19.86,OTHER,",PP"
1120,Consumer,Present,29,Branch Generated,"$1,320.50",12,$594.78,$240.03,Personal Property,$285.33,$525.36,507,59,$500.00,$570.36,4/14/2017,$60.00,30.06,29,RENT HOME,",PP"
1121,Consumer,Present,60,Branch Generated,"$2,049.76",12,"$1,187.73",$449.30,Personal Property,$619.85,"$1,069.15",591,179,"$1,500.00","$1,114.15",4/17/2017,$115.00,38.44,38.64,OWN HOME,",PP"
1122,Consumer,Present,70,Branch Generated,"$1,436.00",15,"$1,118.33",$519.06,Personal Property,$479.50,$998.56,550,175,"$1,000.00","$1,043.56",4/17/2017,$90.00,57.03,57.24,,",PP"
1123,Consumer,New,20,Internet,"$1,269.67",15,"$1,118.33",$948.07,Personal Property,$0.00,$948.07,618,280,"$1,000.00",$993.07,4/17/2017,$90.00,17.09,17.17,OTHER,",PP"
1124,Consumer,New,60,Customer Referral,"$1,044.00",15,$785.00,$622.77,Personal Property,$0.00,$622.77,0,306,"$1,000.00",$742.04,4/17/2017,$65.00,0,6.23,RENT HOME,",PP"
1126,Consumer,Former,56,Branch Generated,$733.00,15,$918.33,$512.37,Personal Property,$303.99,$816.36,560,309,"$1,000.00",$861.36,4/17/2017,$75.00,24.97,26.33,,",PP"
1127,Consumer,Present,61,Branch Generated,$723.00,12,$751.36,$517.45,Personal Property,$79.33,$596.78,0,324,$500.00,$715.97,4/18/2017,$75.00,40.25,44.95,,",PP"
1128,Consumer,Present,55,Branch Generated,$754.00,15,"$1,265.00",$443.33,Personal Property,$616.50,"$1,059.83",565,188,"$1,000.00","$1,181.67",4/18/2017,$101.00,82.89,71.49,RENT HOME,",PP"
1129,Consumer,Present,35,Branch Generated,"$1,447.34",15,"$1,385.00",$504.90,Personal Property,$566.50,"$1,071.40",566,134,"$1,500.00","$1,229.60",4/18/2017,$110.00,24.87,26.46,RENT HOME,",PP"
1130,Consumer,Former,67,Branch Generated,"$1,138.00",15,"$1,251.67","$1,011.75",Personal Property,$0.00,"$1,011.75",610,286,"$1,500.00","$1,168.75",4/19/2017,$100.00,21.18,20.21,RENT HOME,",PP"
1131,Consumer,Present,61,Branch Generated,"$1,043.01",12,$805.91,$520.88,Personal Property,$164.49,$685.37,586,302,"$1,000.00",$730.37,4/18/2017,$80.00,22.05,23.49,LIVE WITH PARENTS,",PP"
1132,Consumer,Present,26,Branch Generated,"$4,907.50",15,"$1,185.00",$633.80,Personal Property,$311.33,$945.13,569,300,"$1,000.00","$1,101.96",4/19/2017,$95.00,22.82,21.44,OTHER,",PP"
1133,Consumer,Present,63,Branch Generated,$750.00,9,$542.02,$290.27,Personal Property,$82.00,$372.27,0,322,$500.00,$526.05,4/20/2017,$70.00,5.47,9.33,OWN HOME,",PP"
1134,Consumer,New,64,Yellow Pages,"$5,400.00",15,"$1,251.67","$1,011.75",Personal Property,$0.00,"$1,011.75",593,139,"$1,500.00","$1,168.75",4/19/2017,$100.00,3.24,5.09,OWN MH / NO LAND,",PP"
1135,Consumer,New,46,Customer Referral,"$2,600.00",12,$751.36,$529.45,Personal Property,$0.00,$529.45,564,147,$500.00,$682.45,4/21/2017,$75.00,24,26.88,OWN HOME,",PP"
1136,Consumer,New,37,Finance Company Referral,"$2,339.78",12,"$1,024.09",$769.07,Personal Property,$0.00,$769.07,523,207,"$1,000.00",$922.07,4/20/2017,$100.00,2.99,7.27,,",PP"
1137,Consumer,Present,78,Branch Generated,$979.00,15,"$1,585.00",$523.45,Personal Property,$922.85,"$1,446.30",555,119,"$1,000.00","$1,493.23",4/20/2017,$125.00,11.34,12.77,,",PP"
1139,Consumer,Present,60,Branch Generated,"$1,200.00",18,"$1,547.61",$732.17,Personal Property,$647.54,"$1,379.71",529,230,"$1,000.00","$1,428.50",4/20/2017,$105.00,72.17,64.25,OWN HOME,",PP"
1140,Consumer,Present,56,Branch Generated,"$1,300.00",18,"$1,469.35","$1,127.04",Personal Property,$110.00,"$1,237.04",649,373,"$2,000.00","$1,282.95",4/21/2017,$100.00,35.85,40.38,,",PP"
1141,Consumer,Present,25,Branch Generated,"$1,997.97",15,"$1,331.67",$113.08,Personal Property,"$1,020.23","$1,133.31",495,112,$500.00,"$1,179.15",4/21/2017,$106.00,83.23,83.38,,",PP"
1142,Consumer,Present,55,Branch Generated,$773.00,15,$918.33,$563.39,Personal Property,$144.44,$707.83,576,139,$500.00,$860.83,4/21/2017,$75.00,36.74,36.87,OWN HOME,",PP"
1143,Consumer,Present,62,Branch Generated,$845.00,12,$751.36,$501.74,Personal Property,$135.71,$637.45,590,256,"$1,000.00",$682.45,4/21/2017,$75.00,34.91,37.99,OWN HOME,",PP"
1144,Consumer,Present,72,Branch Generated,"$1,230.06",12,"$1,242.27",$416.19,Personal Property,$712.38,"$1,128.57",638,184,"$1,000.00","$1,173.57",4/24/2017,$120.00,61.14,61.87,,",PP"
1145,Consumer,Present,41,Branch Generated,"$3,250.00",24,"$3,952.59","$2,202.96",Motor Vehicle,$211.33,"$2,414.29",585,153,"$2,000.00","$2,562.29",4/24/2017,$224.00,53.69,52.31,LEASE OPTION TO BUY,"2016 BUICK VIN: 1G4PR5SK2G4115472 ,MV"
1146,Consumer,Present,48,Branch Generated,$735.00,12,"$1,078.64",$427.79,Personal Property,$549.50,$977.29,0,352,"$1,000.00","$1,022.29",4/24/2017,$105.00,11.84,14.29,LIVE WITH PARENTS,",PP"
1147,Consumer,Present,53,Branch Generated,$755.00,15,$918.33,$534.58,Personal Property,$173.42,$708.00,641,303,"$1,500.00",$861.00,4/24/2017,$75.00,59.47,62.91,,",PP"
1148,Consumer,Present,38,Branch Generated,"$2,018.64",18,"$1,845.00",$541.01,Personal Property,$922.85,"$1,463.86",621,217,"$1,500.00","$1,616.86",4/25/2017,$124.00,56.42,57.07,,",PP"
1150,Consumer,New,35,Customer Referral,$986.00,9,$622.92,$531.50,Personal Property,$0.00,$531.50,551,210,$500.00,$576.50,4/26/2017,$80.00,8.82,16.94,RENT HOME,",PP"
1151,Consumer,New,21,Customer Referral,"$1,408.33",15,"$1,318.33","$1,013.31",Personal Property,$0.00,"$1,013.31",631,258,"$2,500.00","$1,166.31",4/24/2017,$105.00,42.18,49.63,,",PP"
1153,Consumer,Present,64,Prescreen Offer,$759.70,24,"$3,523.35","$2,178.35",Personal Property,$801.85,"$2,980.20",679,341,"$3,000.00","$2,825.20",4/25/2017,$200.00,38.44,50.15,,",PP"
1154,Consumer,Former,30,Branch Generated,$918.13,12,$594.78,$500.16,Personal Property,$0.00,$500.16,663,299,$500.00,$545.16,4/26/2017,$60.00,66.77,73.3,,",PP"
1155,Premier-IB,Present,52,Prescreen Offer,"$7,433.85",24,"$4,650.28","$3,040.56",Personal Property,$971.54,"$4,012.10",736,207,"$5,000.00","$4,057.10",4/25/2017,$235.00,56.62,58.29,,",PP"
1156,Consumer,New,71,Walk In,$708.00,12,$751.36,$560.95,Personal Property,$0.00,$560.95,636,203,"$1,000.00",$713.95,4/26/2017,$75.00,9.89,20.48,OWN HOME,",PP"
1157,Consumer,Present,37,Branch Generated,"$4,983.33",18,"$2,095.44",$649.28,Part Sec PRI PP,"$1,051.77","$1,701.05",599,151,"$1,000.00","$1,854.05",4/27/2017,$140.00,28.01,28.6,LIVE WITH PARENTS,",PART SEC PRI PP"
1158,Consumer,Former,63,Branch Generated,$755.00,12,$805.91,$123.42,Personal Property,$492.44,$615.86,545,258,$500.00,$768.86,4/28/2017,$80.00,32.45,33.25,OWN HOME,",PP"
1159,Consumer,Present,55,Branch Generated,$735.00,15,"$1,518.33",$567.02,Personal Property,$696.67,"$1,263.69",557,281,$500.00,"$1,416.69",4/27/2017,$120.00,45.44,48.57,RENT APT,",PP"
1160,Consumer,New,62,Internet,$880.00,9,$582.47,$517.48,Personal Property,$0.00,$517.48,780,465,"$3,000.00",$562.48,4/28/2017,$75.00,14.77,23.3,OTHER,",PP"
1161,Consumer,Present,40,Branch Generated,"$2,166.67",15,"$1,585.00",$535.74,Personal Property,$709.38,"$1,245.12",602,78,$500.00,"$1,398.12",4/27/2017,$125.00,69.14,69.78,RENT HOME,",PP"
1162,Consumer,Present,61,Branch Generated,$757.70,15,"$1,051.67",$549.75,Personal Property,$240.33,$790.08,504,151,$500.00,$943.08,4/27/2017,$85.00,69.16,68.63,RENT HOME,",PP"
1163,Consumer,New,69,Customer Referral,$938.00,12,"$1,133.18","$1,019.12",Personal Property,$0.00,"$1,019.12",615,228,"$1,000.00","$1,064.12",4/27/2017,$110.00,41.15,41.15,OWN HOME,",PP"
1164,Consumer,Present,47,Branch Generated,"$1,640.00",15,$985.00,$547.19,Personal Property,$284.67,$831.86,522,211,$500.00,$876.86,4/28/2017,$80.00,35,35.37,RENT HOME,",PP"
1165,Consumer,New,39,Internet,"$3,327.35",12,"$1,187.73",$912.42,Personal Property,$0.00,$912.42,561,258,"$1,000.00","$1,065.42",4/28/2017,$115.00,38.56,42.02,RENT HOME,",PP"
1167,Consumer,Present,55,Branch Generated,"$2,166.67",12,$805.91,$540.64,Personal Property,$144.44,$685.08,553,314,$500.00,$730.08,4/28/2017,$80.00,18.18,18.46,,",PP"
1169,Consumer,Present,28,Branch Generated,"$1,820.00",15,"$1,118.33",$102.55,Personal Property,$773.17,$875.72,455,197,$500.00,$992.72,4/29/2017,$90.00,39.4,39.01,LIVE WITH PARENTS,",PP"
1170,Consumer,Present,61,Branch Generated,$731.00,15,"$1,385.00",$231.63,Personal Property,"$1,009.85","$1,241.48",558,313,$500.00,"$1,286.48",4/28/2017,$110.00,35.57,35.43,RENT HOME,",PP"
1171,Consumer,Present,40,Branch Generated,"$1,367.50",15,$971.67,$109.63,Personal Property,$603.00,$712.63,499,172,$500.00,$865.63,4/29/2017,$79.00,69.1,68.52,BUY HOME,",PP"
1098,Consumer,Present,52,Branch Generated,$735.00,12,"$1,242.27",$414.39,Part Sec PRI PP,$712.38,"$1,126.77",582,126,"$1,000.00","$1,171.77",5/4/2017,$120.00,67.89,69.12,RENT HOME,",PART SEC PRI PP"
1166,Consumer,Present,67,Branch Generated,"$1,123.00",15,"$1,131.67",$505.21,Personal Property,$397.44,$902.65,534,183,$500.00,"$1,055.65",5/5/2017,$91.00,48.98,43.37,OWN HOME,",PP"
1168,Consumer,Present,56,Branch Generated,$735.00,15,"$1,451.67",$206.13,Personal Property,$999.23,"$1,205.36",545,222,"$1,000.00","$1,360.16",5/3/2017,$115.00,74.01,74.56,OWN HOME,",PP"
1172,Consumer,Present,57,Branch Generated,$783.00,18,"$1,625.87",$318.98,Part Sec PRI PP,"$1,051.77","$1,370.75",544,200,$500.00,"$1,525.73",5/3/2017,$110.00,32.31,46.36,OWN HOME,",PART SEC PRI PP"
1173,Consumer,Present,26,Branch Generated,"$2,057.14",18,"$1,625.87",$606.76,Personal Property,$674.85,"$1,281.61",625,310,"$1,500.00",$0.00,5/1/2017,$110.00,37.33,37.67,LIVE WITH PARENTS,",PP"
1174,Premier-IB,New,55,Walk In,"$2,296.67",24,"$4,108.07","$3,658.64",Part Sec PRI PP,$0.00,"$3,658.64",675,156,"$3,000.00","$3,705.60",5/1/2017,$207.00,37.49,46.5,LIVE WITH PARENTS,",PART SEC PRI PP"
1175,Consumer,New,38,Customer Referral,"$3,217.59",12,$594.78,$500.10,Personal Property,$0.00,$500.10,585,320,"$1,000.00",$545.53,5/1/2017,$60.00,10.94,12.8,RENT HOME,",PP"
